"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1301109523654926337","x1387694486172573697",2021-04-29 09:05:22,"DevikaChatterj1","Just a humble request to all of those who are still not infected with covid. Stay safe at home. Things are not okay around us. There is critical shortage of oxygen , hospital beds even life savings drugs. Do not take covid lightly. This is a deadly virus taking lives of millions.","Twitter for Android",280,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DevikaChatterj1/status/1387694486172573697","Devika","","where there is a Will there is a way",,FALSE,5,23,0,6,3,2020-09-02 10:47:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/1301109523654926337/1619687502",,"http://pbs.twimg.com/profile_images/1387696083321516037/v7lhjGZt_normal.jpg"
"x221412032","x1387689178369044481",2021-04-29 08:44:16,"UsmanKhanSOS","IIOJK facing severe shortage of key drugs @WHO 
@ICRC @Irenekhan @mbachelet
@Rehana_Kashmiri @APMLOfficial_
@TwilightSaba
https://t.co/q9OjV8MwH7 via @kmsnews89","Twitter for Android",160,,,,FALSE,FALSE,1,0,,,,,"kmsnews.org/news/2021/04/2<U+2026>","https://t.co/q9OjV8MwH7","https://kmsnews.org/news/2021/04/29/iiojk-facing-severe-shortage-of-key-drugs/",,,,,,,,,"x14499829 x85289376 x39980193 x4119914644 x1180646292474777600 x828518405846212610 x822435822649671682 x862525332255121408","WHO ICRC Irenekhan mbachelet Rehana_Kashmiri APMLOfficial_ TwilightSaba kmsnews89","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/UsmanKhanSOS/status/1387689178369044481","Usman Zaman Khan <U+0001F31F> <U+2122>","Jammu And Kashmir, Pakistan ","<U+0001F1F5><U+0001F1F0>Engineer,Sicurezza specialist,writer project #SOS_Unicef_Textilion_Child,@ImranKhanPTI White collar corruption is worst form of terrorism #Kashmir 1<U+0001F40F><U+0001F4EF>99<U+0001F411>","https://t.co/Ln377WWpOf",FALSE,2537,3704,29,166175,154112,2010-11-30 16:07:29,FALSE,"https://t.co/Ln377WWpOf","http://www.youtube.com/user/pakistanrussia",,"https://pbs.twimg.com/profile_banners/221412032/1406435822","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1378899443207041025/-KLaiTf9_normal.jpg"
"x345604445","x1387688976748716034",2021-04-29 08:43:28,"OmkarGokhale91","The Bombay High Court hearing PIL alleging improper management of Covid-19 treatment in Maharashtra &amp; seeking directions pertaining to shortage of remdesivir &amp; oxygen supply &amp; urging for monitoring and action against black- marketing of drugs among other prayers. @IndianExpress","Twitter Web App",290,,,,FALSE,FALSE,24,4,,,,,,,,,,,,,,,,"x38647512","IndianExpress","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/OmkarGokhale91/status/1387688976748716034","Omkar Gokhale","Mumbai","JournalistI Law GraduateI MumbaikarI @ACJIndia alumnus I Views are personal.","https://t.co/dpVQNk3YlF",FALSE,1296,2247,22,2505,3747,2011-07-30 21:43:04,FALSE,"https://t.co/dpVQNk3YlF","https://indianexpress.com/profile/author/omkar-gokhale/",,"https://pbs.twimg.com/profile_banners/345604445/1559851625","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1118869435857522688/6RFrPvAc_normal.jpg"
"x345604445","x1385852595718082568",2021-04-24 07:06:21,"OmkarGokhale91","Nagpur bench of the Bombay High Court also appealed to medical practitioners to scrupulously follow SOPs on prescription of remdesivir as there is a shortage of the drug.

https://t.co/BfMrGGx38c","Twitter for Android",195,,,,FALSE,FALSE,0,0,,,,,"indianexpress.com/article/cities<U+2026>","https://t.co/BfMrGGx38c","https://indianexpress.com/article/cities/mumbai/bombay-hc-asks-nagpur-authorities-to-consider-requisitioning-oxygen-plants-of-steel-factories-7286451/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/OmkarGokhale91/status/1385852595718082568","Omkar Gokhale","Mumbai","JournalistI Law GraduateI MumbaikarI @ACJIndia alumnus I Views are personal.","https://t.co/dpVQNk3YlF",FALSE,1296,2247,22,2505,3747,2011-07-30 21:43:04,FALSE,"https://t.co/dpVQNk3YlF","https://indianexpress.com/profile/author/omkar-gokhale/",,"https://pbs.twimg.com/profile_banners/345604445/1559851625","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1118869435857522688/6RFrPvAc_normal.jpg"
"x345604445","x1386609682345730051",2021-04-26 09:14:44,"OmkarGokhale91","The Aurangabad bench of Bombay High Court is hearing suo motu (on its own) PIL based on newspaper reports to address issues of funeral rites of Covid-19 patients, shortage of medical oxygen supply, black marketing of Remdesivir drug among others. @IndianExpress","Twitter Web App",261,,,,FALSE,FALSE,5,3,,,,,,,,,,,,,,,,"x38647512","IndianExpress","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/OmkarGokhale91/status/1386609682345730051","Omkar Gokhale","Mumbai","JournalistI Law GraduateI MumbaikarI @ACJIndia alumnus I Views are personal.","https://t.co/dpVQNk3YlF",FALSE,1296,2247,22,2505,3747,2011-07-30 21:43:04,FALSE,"https://t.co/dpVQNk3YlF","https://indianexpress.com/profile/author/omkar-gokhale/",,"https://pbs.twimg.com/profile_banners/345604445/1559851625","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1118869435857522688/6RFrPvAc_normal.jpg"
"x2479320535","x1387679963285901312",2021-04-29 08:07:39,"prasataf","@PTI_News @AamAadmiParty Abench of the Delhi HC slammed the Arvind Kejriwal-led AAP government over the shortage of the anti-viral drug Remdesivir. The drug, which is in short supply, is being used to treat moderate-severe cases of Covid-19 in hospitals.

The high court said records show 52,000vials","Twitter for Android",276,"x1387676279093174275","x245687754","PTI_News",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x245687754 x711694309","PTI_News AamAadmiParty","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prasataf/status/1387679963285901312","Prasanna Tamhankar","Pune, India","Biotechnologist...living in the world of microbes!",,FALSE,8,239,0,1653,136,2014-05-06 05:32:39,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1259638845802532864/VdX6Jjkm_normal.jpg"
"x823349574739734528","x1387678791418335235",2021-04-29 08:03:00,"pnagovph","#India marked a new high in #coronavirus cases on Thursday, registering a staggering 379,257 new infections in the last 24 hours, severely straining the countrys health system and leading to an acute shortage of beds, oxygen, and treatment drugs.

https://t.co/6JRBmNp38t","Twitter Web App",272,,,,FALSE,FALSE,2,1,,,"India coronavirus",,"pna.gov.ph/articles/11384<U+2026>","https://t.co/6JRBmNp38t","https://www.pna.gov.ph/articles/1138484",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pnagovph/status/1387678791418335235","Phil News Agency","Quezon City","The official Twitter account of Philippine News Agency, the newswire service of the Philippine government.","https://t.co/TP6T0vSjfl",FALSE,25992,430,267,80968,12980,2017-01-23 02:00:10,TRUE,"https://t.co/TP6T0vSjfl","http://www.pna.gov.ph",,"https://pbs.twimg.com/profile_banners/823349574739734528/1547532459",,"http://pbs.twimg.com/profile_images/823351559643807744/ciWl5UpC_normal.jpg"
"x2501194554","x1387678712263364611",2021-04-29 08:02:41,"indialegalmedia","On April 28, the Delhi High Court Bench led by Justice Pratibha Singh has passed the order on various issues. 
1.Shortage of Remdesivir Drug, ,
2.various issues related to the portal named  https://t.co/P5idMN21n6  maintained by the GNCTD in respect of hospital admissions,","Twitter for iPhone",275,"x1387678282036879362","x2501194554","indialegalmedia",FALSE,FALSE,1,3,,,,,"delhifightscorona.in","https://t.co/P5idMN21n6","http://www.delhifightscorona.in",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/indialegalmedia/status/1387678712263364611","India Legal","New Delhi, India","Catch all the news BEFORE it breaks! Nationwide team updates live from the scene of action in the Courts. https://t.co/ioMP1bYFDh","https://t.co/afspvVxNaK",FALSE,28495,639,164,80162,1800,2014-05-17 10:23:53,FALSE,"https://t.co/afspvVxNaK","http://www.indialegallive.com",,"https://pbs.twimg.com/profile_banners/2501194554/1619273975","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1334840216012476417/EnPwVvbq_normal.jpg"
"x2501194554","x1387631927742517256",2021-04-29 04:56:47,"indialegalmedia","#DelhiHC continue to hear the batch of petitions of several hospitals and others regarding shortage of beds, oxygen supply and drugs etc.","Twitter for iPhone",137,,,,FALSE,FALSE,15,3,,,"DelhiHC",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/indialegalmedia/status/1387631927742517256","India Legal","New Delhi, India","Catch all the news BEFORE it breaks! Nationwide team updates live from the scene of action in the Courts. https://t.co/ioMP1bYFDh","https://t.co/afspvVxNaK",FALSE,28495,639,164,80162,1800,2014-05-17 10:23:53,FALSE,"https://t.co/afspvVxNaK","http://www.indialegallive.com",,"https://pbs.twimg.com/profile_banners/2501194554/1619273975","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1334840216012476417/EnPwVvbq_normal.jpg"
"x2501194554","x1387337334429929472",2021-04-28 09:26:10,"indialegalmedia","#DelhiHC Bench of Justices Vipin Sanghi &amp; Rekha Palli to continue its hearing on petitions of Hospitals and other issues regarding the shortage of Beds, Drugs and oxygen supply etc amid the COVID19 Pandemic. @AamAadmiParty @MoHFW_INDIA @ArvindKejriwal","Twitter for iPhone",255,,,,FALSE,FALSE,13,2,,,"DelhiHC",,,,,,,,,,,,,"x711694309 x2596143056 x405427035","AamAadmiParty MoHFW_INDIA ArvindKejriwal","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/indialegalmedia/status/1387337334429929472","India Legal","New Delhi, India","Catch all the news BEFORE it breaks! Nationwide team updates live from the scene of action in the Courts. https://t.co/ioMP1bYFDh","https://t.co/afspvVxNaK",FALSE,28495,639,164,80162,1800,2014-05-17 10:23:53,FALSE,"https://t.co/afspvVxNaK","http://www.indialegallive.com",,"https://pbs.twimg.com/profile_banners/2501194554/1619273975","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1334840216012476417/EnPwVvbq_normal.jpg"
"x19921353","x1387678551730802689",2021-04-29 08:02:03,"pakistaninews","IIOJK facing severe shortage of key drugs. #pakistan https://t.co/8i9LRMl7Tm #Kashmir","Pakistani News",85,,,,FALSE,FALSE,1,0,,,"pakistan Kashmir",,"kmsnews.org/news/2021/04/2<U+2026>","https://t.co/8i9LRMl7Tm","https://kmsnews.org/news/2021/04/29/iiojk-facing-severe-shortage-of-key-drugs/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pakistaninews/status/1387678551730802689","Pakistan News","Islamabad, Pakistan","Latest news of Pakistan.",,FALSE,97172,31,449,308064,89,2009-02-02 18:33:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/19921353/1478203155","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/793048754676961280/9vFBd5XM_normal.jpg"
"x35123512","x1387676486551830531",2021-04-29 07:53:50,"harismurali","ASG submits #Remedisivir that it is a patented drug and seven companies are manufacturing here in the country @xpresstn 
The shortage of the drug is to be addressed by granting approval to 31 companies to manufacture the drug @xpresstn","Twitter for iPhone",235,"x1387675424340074496","x35123512","harismurali",FALSE,FALSE,4,3,,,"Remedisivir",,,,,,,,,,,,,"x1181906273152843777 x1181906273152843777","xpresstn xpresstn","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/harismurali/status/1387676486551830531","Harish Murali","Chennai, India","Journalist @NewIndianXpress. Bylines @ToI. haris.murali@gmail.com; Southpaw; Legal Correspondent; English, <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BCD>, <U+0C95><U+0CA8><U+0CCD><U+0CA8><U+0CA1>, <U+0D2E><U+0D32><U+0D2F><U+0D3E><U+0D33><U+0D02>, <U+0939><U+093F><U+0928><U+094D><U+0926><U+0940>. Views are personal","https://t.co/n5NS3Tx8ob",FALSE,1157,279,49,2998,7196,2009-04-25 02:46:31,FALSE,"https://t.co/n5NS3Tx8ob","http://www.newindianexpress.com/author/Harish-Murali",,"https://pbs.twimg.com/profile_banners/35123512/1593796149","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1255815418456928256/c2URFt1V_normal.jpg"
"x2320195988","x1387674638793146370",2021-04-29 07:46:30,"rajiv_shastri","@ANI You are blindly publishing as if what he is saying is a fact. Have you checked the fact of how much vaccine is given to Delhi and how much they have in stock from the official data source? This is nothing but a misleading propaganda like oxygen and drug shortage.","Twitter Web App",263,"x1387657172302000130","x355989081","ANI",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x355989081","ANI","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/rajiv_shastri/status/1387674638793146370","Rajiv Shastri","Mumbai","Technocrat, consultant in Operations Efficiency and Global Sourcing in Tools, Moulds and Dies.
Nationalist and not followed by @narendramodi Ji.",,FALSE,473,400,49,43639,15107,2014-01-31 04:10:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/2320195988/1600531305","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1325106886673276929/vG4PTrPW_normal.jpg"
"x2320195988","x1386696346128699394",2021-04-26 14:59:07,"rajiv_shastri","Media like @thewire_in who spread false information, fake news and rumors about Covid management, shortage of vaccine, oxygen and drugs are the 'Murderers'. https://t.co/2yJd1AxX0i","Twitter Web App",156,,,,TRUE,FALSE,0,0,,,,,"twitter.com/khanumarfa/sta<U+2026>","https://t.co/2yJd1AxX0i","https://twitter.com/khanumarfa/status/1386599208040361984",,,,,,,,,"x3150940290","thewire_in","en","x1386599208040361984","Murderers! Murderers! Murderers!",2021-04-26 08:33:07,"Twitter for iPhone",20860,3340,"x113571686","khanumarfa","Arfa Khanum Sherwani",830538,1019,17670,"delhi","Award-Winning Journalist. Senior Editor @thewire_in. Politics. Policy. Social Justice. Past: @rajyasabhatv @NDTV #AMU Alumna",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/rajiv_shastri/status/1386696346128699394","Rajiv Shastri","Mumbai","Technocrat, consultant in Operations Efficiency and Global Sourcing in Tools, Moulds and Dies.
Nationalist and not followed by @narendramodi Ji.",,FALSE,473,400,49,43639,15107,2014-01-31 04:10:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/2320195988/1600531305","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1325106886673276929/vG4PTrPW_normal.jpg"
"x1359500686690373633","x1387674035014619138",2021-04-29 07:44:06,"NeeravChudgar","One of the best thought-provoking piece on solving covid-19 vaccines and drugs shortages through compulsory licensing. 
@latha_venkatesh @ekta_batra - kudos on the timely reminder of the power/influence of e-media to be part of the solution rather than part of the problem.  https://t.co/kbiedojXO4","Twitter Web App",277,,,,TRUE,FALSE,10,2,,,,,"twitter.com/CNBCTV18News/s<U+2026>","https://t.co/kbiedojXO4","https://twitter.com/CNBCTV18News/status/1387665644611588096",,,,,,,,,"x705479414 x31170586","latha_venkatesh ekta_batra","en","x1387665644611588096",".@latha_venkatesh @ekta_batra decode compulsory licensing wrt vaccine manufacturing in conversation with K Srinath Reddy, PHFI, Reetika Khera, Professor, IIT Delhi &amp; Rajeshwari Hariharan of Rajeshwari &amp; Associates. Hariharan says govt can issue notification without consultation https://t.co/Jp8OrrKva5",2021-04-29 07:10:45,"Twitter Media Studio - LiveCut",15,2,"x631810714","CNBCTV18News","CNBC-TV18",908906,214,203667,"","Follow business news with India's Leading Business News Channel, CNBC-TV18. For more updates, follow @CNBCTV18Live.

Telegram: https://t.co/OggDVMbmdE",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NeeravChudgar/status/1387674035014619138","Neerav Chudgar","Surat, India","DIY-Investor & Analyst ~ Ex-Technologist ~ Tea & Internet Addict ~ Book & Quote Lover ~ Fiercely Independent ~ Global Citizen ~ ""Simple Living, High Thinking"".",,FALSE,268,29,1,806,581,2021-02-10 13:54:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/1359500686690373633/1618928499",,"http://pbs.twimg.com/profile_images/1359501107467145217/NLEFh0-L_normal.jpg"
"x233087076","x1387673990705991680",2021-04-29 07:43:55,"shekhar3cs","@KanganaTeam HC slams Delhi govt says 52,000 vials of Remdesivir delivered not 2,500 The Delhi HC on Wednesday slammed the Arvind Kejriwal led AAP govt over the shortage of the antiviral drug Remdesivir while also seeking a reason for the decline in Covid testing in the national capital https://t.co/QNUHxTUsm4","Twitter for Android",274,"x1387658314566144006","x3946905252","KanganaTeam",FALSE,FALSE,0,1,,,,,,,,"http://pbs.twimg.com/media/E0ICIliVUAMGbAv.jpg","https://t.co/QNUHxTUsm4","https://twitter.com/shekhar3cs/status/1387673990705991680/photo/1","photo","http://pbs.twimg.com/media/E0ICIliVUAMGbAv.jpg http://pbs.twimg.com/media/E0ICIzyVgAIVG00.jpg http://pbs.twimg.com/media/E0ICI-SUUAA8uQ1.jpg","https://t.co/QNUHxTUsm4 https://t.co/QNUHxTUsm4 https://t.co/QNUHxTUsm4","https://twitter.com/shekhar3cs/status/1387673990705991680/photo/1 https://twitter.com/shekhar3cs/status/1387673990705991680/photo/1 https://twitter.com/shekhar3cs/status/1387673990705991680/photo/1",,"x3946905252","KanganaTeam","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/2e6064382c71b343.json","Noida","Noida, India","city","India","IN","NA NA","NA NA","77.302126 77.695326 77.695326 77.302126 28.443981 28.443981 28.647131 28.647131","https://twitter.com/shekhar3cs/status/1387673990705991680","Shekhar <U+0001F6A9>","Noida, India","R.CHANDRA SHEKHAR 
        suporter of RSS - BJP","https://t.co/LHGmklEW6T",FALSE,123,99,0,6571,5238,2011-01-02 06:59:26,FALSE,"https://t.co/LHGmklEW6T","http://sites.google.com/site/spaceintsolution/",,"https://pbs.twimg.com/profile_banners/233087076/1401191752","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1319725370447261696/rOkcwGU9_normal.jpg"
"x2837735724","x1387673483660779520",2021-04-29 07:41:54,"DrDoVeryLittle","Sure blame the low hanging fruit 
And then say if he is to blame 
How the eff is he to blame for a drug shortage https://t.co/0JXNu57Efq","Twitter Web App",114,,,,TRUE,FALSE,4,0,,,,,"twitter.com/say2aj/status/<U+2026>","https://t.co/0JXNu57Efq","https://twitter.com/say2aj/status/1387659996662419459",,,,,,,,,,,"en","x1387659996662419459","@ShivAroor Shit. I hope this CMO gets booked under NSA (&amp; properly punished), if because of him, a mother couldn't save her son.

The sheer helplessness brings tears to eyes. It's not even something of last year like ration, food etc where we could have tried to help.",2021-04-29 06:48:19,"Twitter for Android",76,9,"x3143344530","say2aj","Abhinav",71,230,870,"","Wanderer | Here for entertainment <U+0001F601>",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DrDoVeryLittle/status/1387673483660779520","<U+0001F6A9>Radio-Active <U+0001F6A9>","","I take responsibility for what I say, not for what you willingly misinterpret.",,FALSE,944,1053,4,16173,67059,2014-10-02 08:52:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/2837735724/1595873606","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1306264909877882881/ZTqG0jfE_normal.jpg"
"x1296730826965577729","x1387673116290125824",2021-04-29 07:40:27,"AniruddhaKeshre","Circulation of Tocilizumab Injection will be now controlled by the State Govt &amp; They will further distribute them to hospitals directly. There are no separate allocations for Pvt hospitals/dealers
A person who claims to arrange it on Twitter is a fraudster
https://t.co/LSZlxuvVhM","Twitter Web App",284,,,,FALSE,FALSE,0,0,,,,,"moneycontrol.com/news/business/<U+2026>","https://t.co/LSZlxuvVhM","https://www.moneycontrol.com/news/business/companies/indian-govt-takes-over-allottment-of-critical-covid-19-drug-tocilizumab-amid-shortage-6827211.html",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AniruddhaKeshre/status/1387673116290125824","Aniruddha","New Delhi, India","Entrepreneur | Co-founder & Ex. CEO - TuracoLabs | Data Scientist",,FALSE,178,193,0,1282,10585,2020-08-21 08:48:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/1296730826965577729/1616101855",,"http://pbs.twimg.com/profile_images/1388073531993329666/7K-tLg_L_normal.jpg"
"x1296730826965577729","x1387667690450407430",2021-04-29 07:18:53,"AniruddhaKeshre","@Visionv26 @KailashOnline @jiratijitu @Ramesh_Mendola @KanoongoPriyank @vaibhavpawarmp @gauravranadive Read this.
Its circulation will be now controlled by the State Govt. &amp; They will further distribute them to hospitals directly. There are no separate allocations for Pvt hospitals/dealers.
Also, show this to others who are claiming to provide it on Twitter
https://t.co/eZ6fY6YlEP","Twitter Web App",284,"x1387662108997742593","x4384583292","Visionv26",FALSE,FALSE,2,0,,,,,"livemint.com/news/india/gov<U+2026>","https://t.co/eZ6fY6YlEP","https://www.livemint.com/news/india/govt-sets-allocation-of-covid-drug-tocilizumab-to-states-amid-shortage-11619601408465.html",,,,,,,,,"x4384583292 x439154852 x165830977 x864371276567027712 x1020571302069878784 x359198304 x152925978","Visionv26 KailashOnline jiratijitu Ramesh_Mendola KanoongoPriyank vaibhavpawarmp gauravranadive","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AniruddhaKeshre/status/1387667690450407430","Aniruddha","New Delhi, India","Entrepreneur | Co-founder & Ex. CEO - TuracoLabs | Data Scientist",,FALSE,178,193,0,1282,10585,2020-08-21 08:48:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/1296730826965577729/1616101855",,"http://pbs.twimg.com/profile_images/1388073531993329666/7K-tLg_L_normal.jpg"
"x88161557","x1387671275598843906",2021-04-29 07:33:08,"naredi","@umasudhir @TelanganaHealth @KTRTRS @HeteroHCL Why is there still shortage of remedesvir, and absolutely no crackdown on hoarders and black marketeers is beyond imagination!! Locally produced drug, easily scalable - then why?? And this is second Wave, not even the first!! ","Twitter for Android",228,"x1387656935147663360","x289274330","umasudhir",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x289274330 x992966051657756672 x118787224 x808985505907941376","umasudhir TelanganaHealth KTRTRS HeteroHCL","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/naredi/status/1387671275598843906","Ashish Naredi","Hyderabad, India","ISB Grad - Vipassana - Entrepreneur - Researcher - Freelance Columnist WION, Swarajya, MyInd. Jack of all - Master of Many-Think twice b4 challenging me 2 Any<U+0001F609>",,FALSE,1180,1425,3,7015,39264,2009-11-07 10:39:36,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1131063211111768067/NTYOiCYj_normal.jpg"
"x998868559","x1387670137608757257",2021-04-29 07:28:37,"Jhickmana","Drug companies defend vaccine monopolies in face of global outcry https://t.co/VYaJw6eUzU","Twitter Web App",89,,,,FALSE,FALSE,0,0,,,,,"washingtonpost.com/business/2021/<U+2026>","https://t.co/VYaJw6eUzU","https://www.washingtonpost.com/business/2021/03/20/covid-vaccine-global-shortages/?tid=ss_tw",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Jhickmana/status/1387670137608757257","John A Hickman","Paris","Cancer researcher, interested in improving health beyond Pharma<U+2019>s agenda. Committed European. Fl<U+00E2>neur. Music mad too.","https://t.co/rLJsqAyz5b",FALSE,259,718,7,12210,15053,2012-12-09 08:30:42,FALSE,"https://t.co/rLJsqAyz5b","http://www.bacr.org.uk/events",,"https://pbs.twimg.com/profile_banners/998868559/1543789379","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1059069656093335552/a546NeCy_normal.jpg"
